"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 2.1.347";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"4365.25";"";"899";"1.16";"0.83";"0.09";"14.55";"0.76";"0.0";"1217.28";"0.71";"3.59";"0.48";"84.76";"51.81";"33.72";"17.33";"24.13";"7.02";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.1.394";"PASSED";"0.7";"NDXm_TICK_UTCPlus02";"M15";"3834.87";"";"719";"1.18";"0.81";"0.1";"12.78";"0.59";"0.0";"1440.41";"0.72";"2.66";"0.38";"84.12";"51.73";"29.26";"19.19";"23.42";"3.11";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.1.396";"PASSED";"0.66";"NDXm_TICK_UTCPlus02";"M15";"3850.76";"";"1011";"1.13";"0.7";"0.07";"12.84";"0.58";"0.0";"1797.32";"0.72";"2.14";"0.28";"81.28";"51.92";"36.35";"18.26";"25.83";"8.74";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.1.498";"PASSED";"0.58";"NDXm_TICK_UTCPlus02";"M15";"3258.07";"";"2172";"1.06";"0.48";"0.03";"10.86";"0.6";"0.0";"2411.53";"0.98";"1.35";"0.21";"55.98";"52.09";"19.85";"17.64";"18.73";"8.15";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.10.349";"PASSED";"0.67";"NDXm_TICK_UTCPlus02";"M15";"3342.32";"";"1932";"1.07";"0.56";"0.03";"11.14";"0.85";"0.0";"1534.28";"1.13";"2.18";"0.38";"49.6";"52.15";"27.96";"24.72";"26.43";"14.24";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.10.351";"PASSED";"0.74";"NDXm_TICK_UTCPlus02";"M15";"6223.31";"";"1690";"1.14";"0.99";"0.07";"20.74";"0.79";"0.0";"1861.36";"0.99";"3.34";"0.43";"60.99";"52.82";"27.61";"23.7";"25.64";"12.23";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.10.404";"PASSED";"0.58";"NDXm_TICK_UTCPlus02";"M15";"3439.22";"";"3094";"1.04";"0.4";"0.02";"11.46";"0.79";"0.0";"2533.95";"0.84";"1.36";"0.21";"63.96";"51.78";"15.99";"12.13";"13.89";"9.08";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.10.413";"PASSED";"0.68";"NDXm_TICK_UTCPlus02";"M15";"4584.03";"";"2147";"1.09";"0.71";"0.04";"15.28";"0.78";"0.0";"1920.33";"1.17";"2.39";"0.32";"48.92";"52.55";"14.34";"12.87";"13.66";"10.25";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.10.436";"PASSED";"0.71";"NDXm_TICK_UTCPlus02";"M15";"5700.95";"";"3720";"1.05";"0.61";"0.03";"19.0";"0.87";"0.0";"2053.59";"0.85";"2.78";"0.42";"64.53";"52.07";"23.48";"17.42";"20.21";"16.01";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
"Strategy 2.10.452";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"7191.21";"";"1424";"1.15";"0.95";"0.1";"23.97";"0.83";"0.0";"1761.29";"0.59";"4.08";"0.55";"104.1";"52.97";"31.31";"18.9";"23.48";"11.18";"0.0";"0.0";"";"0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0";"0.0"
