"Strategy Name";"Filters result";"Fitness (IS)";"Symbol (IS)";"TimeFrame (IS)";"Net profit (IS)";"Mini equity chart (IS)";"# of trades (IS)";"Profit factor (IS)";"Sharpe Ratio (IS)";"R Expectancy (IS)";"Annual % Return (IS)";"Stability (IS)";"Symmetry (IS)";"Drawdown (IS)";"Win/Loss ratio (IS)";"Ret/DD Ratio (IS)";"CAGR/Max DD % (IS)";"Avg. Win (IS)";"Avg. Loss (IS)";"Avg. Bars Win (IS)";"Avg. Bars Loss (IS)";"Avg. Bars in Trade (IS)";"Exposure (IS)";"Fitness (OOS)";"Net profit (OOS)";"Mini equity chart (OOS)";"# of trades (OOS)";"Profit factor (OOS)";"Sharpe Ratio (OOS)";"R Expectancy (OOS)";"Annual % Return (OOS)";"Stability (OOS)";"Symmetry (OOS)";"Drawdown (OOS)";"Win/Loss ratio (OOS)";"Ret/DD Ratio (OOS)";"CAGR/Max DD % (OOS)";"Avg. Win (OOS)";"Avg. Loss (OOS)";"Avg. Bars Win (OOS)";"Avg. Bars Loss (OOS)";"Avg. Bars in Trade (OOS)";"Exposure (OOS)"
"Strategy 2.2.449";"PASSED";"0.83";"NDXm_TICK_UTCPlus02";"M15";"2898.27";"";"576";"1.24";"0.95";"0.14";"1.45";"0.86";"0.0";"456.97";"0.77";"6.34";"1.63";"60.1";"37.2";"36.09";"23.55";"28.99";"3.87";"0.8";"2265.05";"";"188";"1.54";"2.15";"0.29";"4.53";"0.69";"0.0";"444.68";"0.84";"5.09";"5.21";"75.45";"41.41";"34.13";"20.03";"26.48";"1.13"
"Strategy 2.2.454";"PASSED";"0.85";"NDXm_TICK_UTCPlus02";"M15";"4558.98";"";"965";"1.24";"1.25";"0.13";"2.28";"0.67";"0.0";"634.73";"0.84";"7.18";"1.81";"53.0";"35.91";"26.13";"17.6";"21.5";"7.1";"0.55";"1040.69";"";"366";"1.11";"0.7";"0.07";"2.08";"0.67";"0.0";"943.73";"0.72";"1.1";"1.14";"67.02";"43.26";"26.59";"16.97";"20.99";"1.6"
"Strategy 2.2.460";"PASSED";"0.8";"NDXm_TICK_UTCPlus02";"M15";"4051.51";"";"1443";"1.19";"1.29";"0.08";"2.03";"0.87";"0.0";"834.0";"1.31";"4.86";"1.27";"30.8";"33.83";"16.49";"16.15";"16.34";"2.61";"0.56";"898.3";"";"452";"1.11";"0.73";"0.05";"1.8";"0.79";"0.0";"771.91";"1.25";"1.16";"1.2";"37.25";"42.05";"21.19";"20.06";"20.69";"0.88"
"Strategy 2.2.463";"PASSED";"0.78";"NDXm_TICK_UTCPlus02";"M15";"4314.71";"";"1438";"1.16";"1.07";"0.09";"2.16";"0.62";"0.0";"1020.79";"0.68";"4.23";"1.08";"54.2";"31.71";"22.31";"14.62";"17.73";"8.7";"0.59";"1190.98";"";"529";"1.09";"0.7";"0.06";"2.38";"0.72";"0.0";"854.11";"0.6";"1.39";"1.43";"71.05";"38.9";"26.45";"16.18";"20.03";"2.1"
"Strategy 2.2.492";"PASSED";"0.82";"NDXm_TICK_UTCPlus02";"M15";"4521.28";"";"1262";"1.17";"1.04";"0.11";"2.26";"0.82";"0.0";"798.65";"0.63";"5.66";"1.48";"63.59";"34.0";"26.17";"16.46";"20.2";"7.94";"0.67";"1860.42";"";"451";"1.16";"1.08";"0.1";"3.72";"0.74";"0.0";"824.6";"0.6";"2.26";"2.28";"79.61";"41.11";"28.99";"16.46";"21.16";"2.31"
"Strategy 2.2.497";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"5792.02";"";"2744";"1.11";"1.03";"0.07";"2.9";"0.76";"0.0";"1592.83";"0.64";"3.64";"0.98";"55.83";"32.33";"27.27";"18.04";"21.65";"10.25";"0.65";"1929.88";"";"803";"1.1";"0.94";"0.06";"3.86";"0.77";"0.0";"949.22";"0.64";"2.03";"2.13";"68.59";"39.65";"31.44";"22.29";"25.84";"2.56"
"Strategy 2.2.505";"PASSED";"0.71";"NDXm_TICK_UTCPlus02";"M15";"6206.3";"";"2298";"1.11";"1.04";"0.07";"3.1";"0.75";"0.0";"2230.18";"0.73";"2.78";"0.77";"63.33";"41.27";"37.62";"25.25";"30.45";"18.95";"0.68";"2933.31";"";"753";"1.14";"1.3";"0.08";"5.87";"0.7";"0.0";"1210.23";"0.7";"2.42";"2.45";"76.73";"47.08";"35.15";"26.53";"30.08";"5.38"
"Strategy 2.2.510";"PASSED";"0.84";"NDXm_TICK_UTCPlus02";"M15";"5256.51";"";"2335";"1.15";"1.31";"0.07";"2.63";"0.82";"0.0";"809.91";"1.26";"6.49";"1.66";"31.3";"34.49";"14.69";"14.07";"14.42";"5.63";"0.75";"2018.17";"";"720";"1.15";"1.35";"0.07";"4.04";"0.8";"0.0";"574.2";"1.29";"3.51";"3.67";"37.31";"41.82";"16.99";"17.1";"17.03";"1.89"
"Strategy 2.2.514";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"3409.73";"";"966";"1.17";"1.05";"0.09";"1.7";"0.69";"0.0";"830.21";"0.99";"4.11";"1.02";"48.58";"40.96";"23.24";"17.84";"20.52";"3.7";"0.7";"1500.81";"";"277";"1.24";"1.28";"0.12";"3.0";"0.79";"0.0";"561.07";"1.01";"2.67";"2.73";"55.23";"44.76";"24.65";"21.53";"23.1";"1.3"
"Strategy 2.2.539";"PASSED";"0.81";"NDXm_TICK_UTCPlus02";"M15";"5095.16";"";"2006";"1.14";"1.13";"0.08";"2.55";"0.88";"0.0";"965.38";"0.75";"5.28";"1.37";"47.96";"31.4";"23.02";"15.97";"18.99";"5.0";"0.64";"1491.59";"";"610";"1.11";"0.89";"0.07";"2.98";"0.81";"0.0";"812.57";"0.7";"1.84";"1.91";"59.0";"37.09";"27.94";"19.22";"22.81";"1.18"
"Strategy 2.3.299";"PASSED";"0.72";"NDXm_TICK_UTCPlus02";"M15";"1835.38";"";"510";"1.21";"0.75";"0.12";"0.92";"0.7";"0.0";"605.32";"0.66";"3.03";"0.79";"53.26";"28.97";"14.49";"8.96";"11.15";"0.88";"0.76";"1370.82";"";"174";"1.42";"1.54";"0.25";"2.74";"0.74";"0.0";"360.33";"0.69";"3.8";"3.91";"65.51";"31.85";"18.24";"11.13";"14.03";"0.29"
"Strategy 2.3.319";"PASSED";"0.71";"NDXm_TICK_UTCPlus02";"M15";"3274.59";"";"2001";"1.09";"0.74";"0.06";"1.64";"0.73";"0.0";"1125.11";"0.62";"2.91";"0.77";"51.35";"29.0";"20.75";"14.17";"16.68";"1.55";"0.53";"919.55";"";"656";"1.07";"0.56";"0.04";"1.84";"0.58";"0.0";"938.17";"0.6";"0.98";"1.01";"57.19";"32.29";"20.95";"14.48";"16.92";"0.21"
"Strategy 2.3.339";"PASSED";"0.74";"NDXm_TICK_UTCPlus02";"M15";"2887.1";"";"650";"1.2";"0.88";"0.12";"1.44";"0.78";"0.0";"863.42";"0.7";"3.34";"0.86";"65.39";"38.05";"24.36";"13.27";"17.82";"2.98";"0.54";"707.77";"";"257";"1.11";"0.6";"0.07";"1.42";"0.39";"0.0";"677.44";"0.65";"1.04";"1.08";"70.23";"40.93";"25.27";"10.65";"16.39";"0.88"
"Strategy 2.3.340";"PASSED";"0.69";"NDXm_TICK_UTCPlus02";"M15";"2708.52";"";"635";"1.19";"0.87";"0.11";"1.35";"0.77";"0.0";"1094.36";"0.82";"2.47";"0.65";"58.34";"40.33";"32.08";"22.97";"27.09";"3.61";"0.57";"674.49";"";"217";"1.12";"0.59";"0.07";"1.35";"0.73";"0.0";"536.72";"0.74";"1.26";"1.26";"68.55";"45.05";"41.01";"27.77";"33.38";"1.81"
"Strategy 2.3.368";"PASSED";"0.73";"NDXm_TICK_UTCPlus02";"M15";"4165.29";"";"1790";"1.15";"1.19";"0.07";"2.08";"0.83";"0.0";"1312.16";"1.28";"3.17";"0.83";"30.97";"34.27";"16.3";"15.21";"15.82";"3.53";"0.55";"957.71";"";"549";"1.09";"0.7";"0.04";"1.92";"0.79";"0.0";"864.05";"1.22";"1.11";"1.14";"37.39";"41.84";"19.66";"18.41";"19.1";"0.92"
"Strategy 2.3.402";"PASSED";"0.78";"NDXm_TICK_UTCPlus02";"M15";"2518.44";"";"1372";"1.12";"0.78";"0.06";"1.26";"0.59";"0.0";"566.96";"1.1";"4.44";"1.13";"32.43";"31.95";"14.38";"14.0";"14.2";"4.29";"0.57";"726.46";"";"453";"1.08";"0.59";"0.04";"1.45";"0.74";"0.0";"571.61";"1.04";"1.27";"1.27";"42.0";"40.43";"18.49";"17.05";"17.78";"2.1"
"Strategy 2.3.405";"PASSED";"0.71";"NDXm_TICK_UTCPlus02";"M15";"1559.55";"";"490";"1.19";"0.73";"0.09";"0.78";"0.74";"0.0";"549.7";"1.16";"2.84";"0.71";"36.38";"35.28";"13.96";"14.04";"14.0";"1.18";"0.73";"1132.77";"";"186";"1.32";"1.32";"0.14";"2.27";"0.87";"0.0";"363.3";"1.27";"3.12";"3.15";"45.18";"43.48";"12.67";"16.78";"14.48";"0.25"
"Strategy 2.3.409";"PASSED";"0.78";"NDXm_TICK_UTCPlus02";"M15";"5647.65";"";"2697";"1.11";"1.01";"0.06";"2.82";"0.77";"0.0";"1254.31";"0.67";"4.5";"1.18";"54.08";"32.79";"22.65";"15.83";"18.57";"12.23";"0.79";"3223.84";"";"845";"1.17";"1.57";"0.1";"6.45";"0.82";"0.0";"708.52";"0.67";"4.55";"4.64";"66.75";"38.35";"27.96";"15.18";"20.31";"3.28"
"Strategy 2.3.415";"PASSED";"0.64";"NDXm_TICK_UTCPlus02";"M15";"3129.22";"";"1405";"1.1";"0.66";"0.06";"1.56";"0.67";"0.0";"1666.59";"0.61";"1.88";"0.5";"64.52";"36.08";"33.78";"24.28";"27.9";"6.43";"0.61";"1175.74";"";"443";"1.1";"0.67";"0.06";"2.35";"0.8";"0.0";"759.94";"0.58";"1.55";"1.59";"80.32";"42.12";"39.27";"25.99";"30.84";"1.68"
"Strategy 2.3.430";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"1812.02";"";"740";"1.17";"0.74";"0.09";"0.91";"0.88";"0.0";"451.24";"0.96";"4.02";"1.02";"34.81";"28.71";"14.74";"12.87";"13.79";"1.93";"0.7";"983.06";"";"248";"1.22";"1.12";"0.11";"1.97";"0.8";"0.0";"367.98";"1.02";"2.67";"2.7";"43.6";"36.32";"19.78";"16.91";"18.35";"0.63"
"Strategy 2.3.433";"PASSED";"0.74";"NDXm_TICK_UTCPlus02";"M15";"3256.94";"";"1311";"1.15";"0.91";"0.09";"1.63";"0.78";"0.0";"978.49";"0.66";"3.33";"0.87";"48.22";"27.87";"19.44";"12.72";"15.4";"4.33";"0.68";"1726.64";"";"381";"1.22";"1.37";"0.13";"3.45";"0.83";"0.0";"723.15";"0.72";"2.39";"2.43";"59.58";"34.89";"21.52";"14.8";"17.6";"0.88"
"Strategy 2.3.443";"PASSED";"0.83";"NDXm_TICK_UTCPlus02";"M15";"5133.9";"";"1419";"1.17";"1.14";"0.1";"2.57";"0.84";"0.0";"817.94";"0.73";"6.28";"1.66";"59.54";"37.11";"27.11";"18.53";"22.15";"6.64";"0.64";"1232.81";"";"430";"1.11";"0.83";"0.07";"2.47";"0.81";"0.0";"659.06";"0.69";"1.87";"1.93";"68.65";"42.28";"32.18";"19.41";"24.61";"2.56"
"Strategy 2.3.451";"PASSED";"0.8";"NDXm_TICK_UTCPlus02";"M15";"4069.56";"";"1174";"1.17";"0.97";"0.1";"2.03";"0.78";"0.0";"816.63";"0.62";"4.98";"1.3";"63.48";"33.97";"26.01";"16.69";"20.27";"7.86";"0.66";"1609.49";"";"422";"1.15";"0.97";"0.09";"3.22";"0.81";"0.0";"768.03";"0.6";"2.1";"2.13";"78.88";"41.11";"29.15";"17.2";"21.67";"2.31"
"Strategy 2.3.471";"PASSED";"0.64";"NDXm_TICK_UTCPlus02";"M15";"1800.85";"";"666";"1.14";"0.63";"0.07";"0.9";"0.75";"0.0";"941.39";"0.88";"1.91";"0.5";"47.09";"36.18";"22.79";"20.65";"21.65";"2.56";"0.76";"1602.33";"";"216";"1.35";"1.58";"0.18";"3.2";"0.54";"0.0";"412.75";"0.96";"3.88";"3.9";"57.76";"41.09";"21.51";"17.73";"19.58";"0.59"
"Strategy 2.3.487";"PASSED";"0.62";"NDXm_TICK_UTCPlus02";"M15";"2373.04";"";"881";"1.15";"0.69";"0.09";"1.19";"0.73";"0.0";"1440.28";"0.62";"1.65";"0.43";"55.56";"29.9";"19.97";"13.28";"15.83";"2.39";"0.75";"2033.58";"";"310";"1.32";"1.51";"0.2";"4.07";"0.6";"0.0";"565.74";"0.62";"3.59";"3.6";"70.76";"33.44";"17.67";"12.62";"14.56";"0.63"
"Strategy 2.3.503";"PASSED";"0.88";"NDXm_TICK_UTCPlus02";"M15";"4662.84";"";"976";"1.28";"1.57";"0.12";"2.33";"0.85";"0.0";"474.37";"1.32";"9.83";"2.39";"38.77";"40.03";"24.05";"19.29";"21.99";"5.04";"0.52";"656.72";"";"293";"1.11";"0.63";"0.05";"1.31";"0.74";"0.0";"712.82";"1.11";"0.92";"0.93";"44.11";"44.15";"29.56";"24.59";"27.2";"1.76"
"Strategy 2.3.507";"PASSED";"0.84";"NDXm_TICK_UTCPlus02";"M15";"3708.69";"";"489";"1.39";"1.4";"0.22";"1.85";"0.86";"0.0";"540.35";"0.78";"6.86";"1.8";"61.54";"34.4";"27.31";"17.33";"21.7";"2.48";"0.65";"885.01";"";"171";"1.22";"0.95";"0.13";"1.77";"0.79";"0.0";"454.09";"0.68";"1.95";"1.97";"71.14";"39.45";"28.43";"17.25";"21.77";"0.59"
"Strategy 2.3.512";"PASSED";"0.76";"NDXm_TICK_UTCPlus02";"M15";"4218.84";"";"2202";"1.12";"1.0";"0.05";"2.11";"0.82";"0.0";"1104.49";"1.13";"3.82";"1.0";"34.99";"35.51";"16.98";"14.72";"15.92";"6.47";"0.52";"649.21";"";"695";"1.04";"0.39";"0.02";"1.3";"0.69";"0.0";"703.41";"1.06";"0.92";"0.94";"42.34";"43.06";"19.01";"17.99";"18.52";"2.06"
"Strategy 2.3.534";"PASSED";"0.81";"NDXm_TICK_UTCPlus02";"M15";"4470.5";"";"1444";"1.16";"1.07";"0.1";"2.24";"0.64";"0.0";"857.17";"0.65";"5.22";"1.33";"56.52";"31.85";"23.98";"15.19";"18.66";"9.08";"0.66";"1526.62";"";"527";"1.12";"0.9";"0.07";"3.05";"0.77";"0.0";"732.09";"0.59";"2.09";"2.12";"74.13";"38.94";"28.41";"16.03";"20.61";"2.1"
"Strategy 2.3.543";"PASSED";"0.78";"NDXm_TICK_UTCPlus02";"M15";"3844.66";"";"1065";"1.17";"1.02";"0.09";"1.92";"0.62";"0.0";"906.9";"0.91";"4.24";"1.05";"51.24";"39.67";"21.33";"16.39";"18.74";"4.12";"0.6";"991.44";"";"362";"1.12";"0.8";"0.06";"1.98";"0.59";"0.0";"671.0";"0.86";"1.48";"1.51";"57.23";"43.93";"20.81";"14.82";"17.58";"1.76"
"Strategy 2.3.584";"PASSED";"0.7";"NDXm_TICK_UTCPlus02";"M15";"4793.34";"";"2955";"1.09";"0.89";"0.05";"2.4";"0.79";"0.0";"1817.31";"0.77";"2.64";"0.71";"46.01";"32.58";"18.23";"13.16";"15.37";"9.96";"0.76";"2709.37";"";"954";"1.13";"1.38";"0.08";"5.42";"0.87";"0.0";"707.45";"0.76";"3.83";"3.93";"55.59";"37.26";"21.78";"13.46";"17.05";"2.69"
"Strategy 2.4.309";"PASSED";"0.67";"NDXm_TICK_UTCPlus02";"M15";"4848.4";"";"2046";"1.13";"1.11";"0.08";"2.42";"0.8";"0.0";"2119.41";"0.74";"2.29";"0.61";"47.07";"30.64";"22.21";"15.93";"18.59";"3.91";"0.73";"2092.96";"";"623";"1.16";"1.32";"0.09";"4.19";"0.82";"0.0";"653.86";"0.73";"3.2";"3.35";"57.9";"36.49";"26.74";"19.74";"22.69";"0.88"
"Strategy 2.4.311";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"4996.77";"";"1723";"1.13";"1.02";"0.08";"2.5";"0.81";"0.0";"1205.08";"0.65";"4.15";"1.11";"62.14";"35.63";"26.42";"17.04";"20.74";"7.69";"0.67";"2156.66";"";"627";"1.14";"1.08";"0.08";"4.31";"0.66";"0.0";"946.07";"0.62";"2.28";"2.32";"74.44";"40.89";"25.09";"16.02";"19.51";"1.97"
"Strategy 2.4.319";"PASSED";"0.74";"NDXm_TICK_UTCPlus02";"M15";"1802.18";"";"433";"1.19";"0.67";"0.11";"0.9";"0.83";"0.0";"538.42";"0.72";"3.35";"0.84";"61.39";"36.94";"21.27";"13.23";"16.59";"1.09";"0.53";"663.4";"";"185";"1.15";"0.62";"0.09";"1.33";"0.71";"0.0";"680.4";"0.65";"0.98";"1.0";"71.11";"40.42";"20.97";"8.26";"13.28";"0.71"
"Strategy 2.4.336";"PASSED";"0.89";"NDXm_TICK_UTCPlus02";"M15";"3090.48";"";"434";"1.42";"1.33";"0.23";"1.55";"0.77";"0.0";"290.02";"0.79";"10.66";"2.75";"54.75";"30.31";"20.03";"17.24";"18.47";"1.34";"0.77";"1706.02";"";"164";"1.49";"1.62";"0.28";"3.41";"0.88";"0.0";"406.8";"0.76";"4.19";"4.21";"72.75";"37.19";"20.93";"12.37";"16.07";"0.38"
"Strategy 2.4.351";"PASSED";"0.73";"NDXm_TICK_UTCPlus02";"M15";"4119.95";"";"1080";"1.16";"0.96";"0.09";"2.06";"0.83";"0.0";"1283.14";"0.8";"3.21";"0.84";"63.62";"44.21";"45.95";"32.86";"38.69";"13.28";"0.74";"3030.5";"";"362";"1.31";"1.87";"0.17";"6.06";"0.85";"0.0";"886.68";"0.9";"3.42";"3.46";"74.41";"50.75";"52.82";"35.08";"43.46";"4.79"
"Strategy 2.4.354";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"4822.88";"";"2284";"1.12";"1.1";"0.07";"2.41";"0.86";"0.0";"1211.28";"0.85";"3.98";"1.05";"41.31";"31.3";"20.04";"15.75";"17.72";"5.08";"0.64";"1219.64";"";"679";"1.09";"0.78";"0.05";"2.44";"0.79";"0.0";"628.29";"0.8";"1.94";"2.0";"50.09";"36.89";"23.48";"19.62";"21.34";"1.51"
"Strategy 2.4.377";"PASSED";"0.8";"NDXm_TICK_UTCPlus02";"M15";"3769.37";"";"1559";"1.14";"0.99";"0.08";"1.88";"0.83";"0.0";"740.3";"0.78";"5.09";"1.3";"44.75";"30.5";"16.48";"10.71";"13.24";"4.87";"0.57";"629.85";"";"430";"1.07";"0.45";"0.04";"1.26";"0.79";"0.0";"487.83";"0.67";"1.29";"1.31";"56.02";"35.26";"25.0";"16.79";"20.09";"1.51"
"Strategy 2.4.378";"PASSED";"0.72";"NDXm_TICK_UTCPlus02";"M15";"5106.67";"";"1857";"1.12";"0.98";"0.07";"2.55";"0.79";"0.0";"1749.24";"0.71";"2.92";"0.78";"59.94";"37.76";"27.89";"18.89";"22.62";"10.71";"0.65";"2258.73";"";"571";"1.15";"1.24";"0.09";"4.52";"0.83";"0.0";"1155.61";"0.7";"1.95";"2.06";"71.81";"43.5";"33.51";"21.23";"26.28";"3.87"
"Strategy 2.4.379";"PASSED";"0.87";"NDXm_TICK_UTCPlus02";"M15";"3023.12";"";"427";"1.46";"1.33";"0.28";"1.51";"0.76";"0.0";"329.62";"0.65";"9.17";"2.35";"57.43";"25.58";"18.47";"14.14";"15.85";"1.26";"0.77";"1504.37";"";"158";"1.49";"1.52";"0.3";"3.01";"0.79";"0.0";"380.05";"0.61";"3.96";"3.96";"76.67";"31.59";"21.02";"10.9";"14.74";"0.46"
"Strategy 2.4.380";"PASSED";"0.87";"NDXm_TICK_UTCPlus02";"M15";"2778.64";"";"433";"1.35";"1.2";"0.18";"1.39";"0.75";"0.0";"310.76";"0.93";"8.94";"2.23";"50.88";"35.07";"22.43";"21.6";"22.0";"1.43";"0.79";"1618.75";"";"170";"1.44";"1.58";"0.23";"3.24";"0.79";"0.0";"341.22";"0.89";"4.74";"4.76";"66.2";"40.86";"25.88";"14.19";"19.69";"0.59"
"Strategy 2.4.386";"PASSED";"0.66";"NDXm_TICK_UTCPlus02";"M15";"2438.71";"";"1471";"1.08";"0.56";"0.05";"1.22";"0.74";"0.0";"1178.61";"0.71";"2.07";"0.53";"53.57";"35.33";"22.49";"15.16";"18.21";"8.4";"0.68";"2119.07";"";"503";"1.17";"1.22";"0.1";"4.24";"0.73";"0.0";"898.02";"0.71";"2.36";"2.47";"69.17";"41.97";"24.44";"17.58";"20.43";"2.39"
"Strategy 2.4.397";"PASSED";"0.89";"NDXm_TICK_UTCPlus02";"M15";"4602.14";"";"598";"1.43";"1.59";"0.25";"2.3";"0.76";"0.0";"441.82";"0.73";"10.42";"2.75";"60.39";"30.95";"23.85";"16.1";"19.38";"2.14";"0.79";"2356.58";"";"226";"1.49";"1.94";"0.29";"4.71";"0.84";"0.0";"503.19";"0.7";"4.68";"4.71";"77.46";"36.45";"24.72";"13.44";"18.08";"0.76"
"Strategy 2.4.400";"PASSED";"0.84";"NDXm_TICK_UTCPlus02";"M15";"2469.38";"";"514";"1.38";"1.45";"0.15";"1.23";"0.8";"0.0";"378.6";"1.45";"6.52";"1.61";"29.57";"31.05";"10.11";"11.48";"10.67";"0.84";"0.59";"626.74";"";"203";"1.18";"0.75";"0.08";"1.25";"0.68";"0.0";"436.32";"1.21";"1.44";"1.44";"37.18";"38.04";"9.45";"8.78";"9.15";"0.25"
"Strategy 2.4.403";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"2058.78";"";"453";"1.26";"0.84";"0.15";"1.03";"0.76";"0.0";"575.95";"0.74";"3.57";"0.89";"52.31";"30.91";"22.27";"16.06";"18.71";"0.71";"0.51";"846.62";"";"139";"1.31";"1.06";"0.18";"1.69";"0.52";"0.0";"672.1";"0.74";"1.26";"1.27";"61.32";"34.64";"15.02";"12.58";"13.61";"0.0"
"Strategy 2.4.406";"PASSED";"0.67";"NDXm_TICK_UTCPlus02";"M15";"2327.13";"";"736";"1.17";"0.81";"0.09";"1.16";"0.74";"0.0";"1050.49";"0.88";"2.22";"0.58";"47.59";"36.04";"21.57";"17.71";"19.52";"2.61";"0.66";"1098.14";"";"261";"1.19";"0.96";"0.1";"2.2";"0.58";"0.0";"508.72";"0.81";"2.16";"2.18";"59.25";"40.51";"23.55";"11.6";"16.96";"0.84"
"Strategy 2.4.410";"PASSED";"0.71";"NDXm_TICK_UTCPlus02";"M15";"4087.11";"";"1952";"1.11";"0.88";"0.07";"2.04";"0.74";"0.0";"1450.23";"0.62";"2.82";"0.74";"55.92";"31.27";"28.64";"19.2";"22.81";"2.98";"0.53";"866.37";"";"571";"1.06";"0.51";"0.04";"1.73";"0.78";"0.0";"904.22";"0.57";"0.96";"0.98";"68.66";"36.95";"34.97";"23.3";"27.55";"0.59"
"Strategy 2.4.423";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"1693.7";"";"691";"1.17";"0.7";"0.08";"0.85";"0.82";"0.0";"472.34";"0.97";"3.59";"0.92";"34.93";"29.19";"14.57";"13.02";"13.78";"1.76";"0.69";"931.39";"";"235";"1.22";"1.11";"0.11";"1.86";"0.81";"0.0";"370.89";"1.01";"2.51";"2.58";"43.32";"35.73";"19.58";"16.3";"17.95";"0.63"
"Strategy 2.4.440";"PASSED";"0.85";"NDXm_TICK_UTCPlus02";"M15";"2777.76";"";"457";"1.36";"1.16";"0.21";"1.39";"0.77";"0.0";"379.71";"0.71";"7.32";"1.89";"54.84";"28.62";"19.03";"15.83";"17.16";"1.3";"0.82";"2280.48";"";"177";"1.66";"2.0";"0.38";"4.56";"0.84";"0.0";"380.46";"0.75";"5.99";"6.08";"75.51";"34.24";"23.63";"11.39";"16.64";"0.63"
"Strategy 2.4.444";"PASSED";"0.81";"NDXm_TICK_UTCPlus02";"M15";"4568.06";"";"1422";"1.17";"1.1";"0.1";"2.28";"0.62";"0.0";"857.17";"0.65";"5.33";"1.36";"56.99";"31.93";"24.04";"15.19";"18.69";"9.08";"0.67";"1594.81";"";"523";"1.12";"0.94";"0.08";"3.19";"0.78";"0.0";"721.62";"0.59";"2.21";"2.25";"74.21";"38.91";"28.35";"15.89";"20.51";"2.1"
"Strategy 2.4.454";"PASSED";"0.75";"NDXm_TICK_UTCPlus02";"M15";"2952.39";"";"1710";"1.12";"0.89";"0.05";"1.48";"0.88";"0.0";"834.61";"1.22";"3.54";"0.91";"29.56";"32.33";"13.18";"12.95";"13.08";"1.22";"0.67";"1176.2";"";"532";"1.13";"1.01";"0.06";"2.35";"0.81";"0.0";"515.09";"1.24";"2.28";"2.35";"34.02";"37.08";"15.92";"16.09";"16.0";"0.17"
"Strategy 2.4.460";"PASSED";"0.77";"NDXm_TICK_UTCPlus02";"M15";"3816.66";"";"1261";"1.14";"0.88";"0.09";"1.91";"0.81";"0.0";"942.57";"0.61";"4.05";"1.06";"63.5";"34.14";"25.76";"15.64";"19.49";"7.98";"0.61";"1296.68";"";"451";"1.11";"0.74";"0.07";"2.59";"0.66";"0.0";"822.31";"0.57";"1.58";"1.59";"79.89";"41.14";"29.73";"15.93";"20.95";"2.27"
"Strategy 2.4.476";"PASSED";"0.6";"NDXm_TICK_UTCPlus02";"M15";"3041.61";"";"2164";"1.08";"0.68";"0.05";"1.52";"0.73";"0.0";"2013.17";"0.7";"1.51";"0.4";"46.31";"30.15";"21.81";"15.76";"18.25";"4.45";"0.63";"1235.98";"";"642";"1.09";"0.73";"0.05";"2.47";"0.76";"0.0";"681.44";"0.69";"1.81";"1.82";"57.71";"36.79";"25.4";"21.09";"22.86";"1.34"
"Strategy 2.4.484";"PASSED";"0.85";"NDXm_TICK_UTCPlus02";"M15";"2820.23";"";"433";"1.36";"1.19";"0.18";"1.41";"0.71";"0.0";"398.2";"0.95";"7.08";"1.77";"50.62";"35.41";"21.65";"22.36";"22.02";"1.39";"0.81";"1898.09";"";"171";"1.52";"1.86";"0.27";"3.8";"0.84";"0.0";"344.87";"0.94";"5.5";"5.59";"66.44";"41.09";"26.05";"14.45";"20.08";"0.59"
"Strategy 2.4.485";"PASSED";"0.84";"NDXm_TICK_UTCPlus02";"M15";"4301.74";"";"1178";"1.2";"1.16";"0.11";"2.15";"0.68";"0.0";"616.31";"0.79";"6.98";"1.73";"48.91";"31.99";"16.93";"11.1";"13.67";"5.08";"0.64";"1287.71";"";"419";"1.14";"0.88";"0.08";"2.58";"0.73";"0.0";"698.24";"0.74";"1.84";"1.87";"60.2";"39.12";"17.21";"11.37";"13.85";"1.85"
"Strategy 2.4.496";"PASSED";"0.72";"NDXm_TICK_UTCPlus02";"M15";"1613.96";"";"485";"1.2";"0.77";"0.09";"0.81";"0.76";"0.0";"549.7";"1.17";"2.94";"0.73";"36.33";"35.44";"14.01";"14.22";"14.11";"1.18";"0.73";"1180.58";"";"185";"1.34";"1.4";"0.15";"2.36";"0.89";"0.0";"363.3";"1.28";"3.25";"3.28";"45.22";"43.48";"12.64";"16.99";"14.55";"0.25"
"Strategy 2.4.502";"PASSED";"0.73";"NDXm_TICK_UTCPlus02";"M15";"2862.19";"";"1774";"1.09";"0.73";"0.05";"1.43";"0.75";"0.0";"896.86";"0.95";"3.19";"0.83";"38.81";"33.86";"19.53";"17.19";"18.33";"4.92";"0.54";"817.01";"";"564";"1.07";"0.55";"0.04";"1.63";"0.75";"0.0";"762.43";"0.93";"1.07";"1.08";"46.89";"40.88";"21.69";"20.04";"20.84";"1.22"
