datetime,symbol,open,high,low,close,volume
2018-06-29 12:00:00+00:00,NDXm_TICK_UTCPlus02,7073.049999999999,7078.200000000001,7063.549999999999,7075.450000000001,43024
2018-06-29 13:00:00+00:00,NDXm_TICK_UTCPlus02,7075.200000000001,7091.549999999999,7067.950000000001,7088.299999999999,74863
2018-06-29 14:00:00+00:00,NDXm_TICK_UTCPlus02,7088.799999999999,7095.45,7084.549999999999,7092.45,49430
2018-06-29 15:00:00+00:00,NDXm_TICK_UTCPlus02,7092.049999999999,7093.549999999999,7077.799999999999,7078.549999999999,37968
2018-06-29 16:00:00+00:00,NDXm_TICK_UTCPlus02,7078.65,7083.45,7050.95,7064.549999999999,56188
2018-06-29 17:00:00+00:00,NDXm_TICK_UTCPlus02,7064.299999999999,7078.65,7059.299999999999,7077.15,42438
2018-06-29 18:00:00+00:00,NDXm_TICK_UTCPlus02,7076.95,7081.15,7064.549999999999,7064.65,52125
2018-06-29 19:00:00+00:00,NDXm_TICK_UTCPlus02,7064.549999999999,7095.549999999999,7063.65,7088.299999999999,105116
2018-06-29 20:00:00+00:00,NDXm_TICK_UTCPlus02,7088.549999999999,7105.15,7071.549999999999,7096.45,127531
2018-06-29 21:00:00+00:00,NDXm_TICK_UTCPlus02,7096.15,7101.15,7067.65,7074.95,109313
2018-06-29 22:00:00+00:00,NDXm_TICK_UTCPlus02,7074.65,7088.95,7060.799999999999,7068.95,84729
2018-06-29 23:00:00+00:00,NDXm_TICK_UTCPlus02,7069.049999999999,7085.45,7066.15,7082.65,69592
2018-06-30 00:00:00+00:00,NDXm_TICK_UTCPlus02,7083.15,7086.799999999999,7073.049999999999,7084.95,75560
2018-06-30 01:00:00+00:00,NDXm_TICK_UTCPlus02,7085.15,7088.95,7045.45,7045.45,93193
2018-06-30 02:00:00+00:00,NDXm_TICK_UTCPlus02,7047.299999999999,7060.45,7046.45,7049.95,26017
2018-07-02 04:00:00+00:00,NDXm_TICK_UTCPlus02,7059.55,7062.8,7031.8,7053.3,41540
2018-07-02 05:00:00+00:00,NDXm_TICK_UTCPlus02,7053.200000000001,7058.950000000001,7045.55,7053.950000000001,33069
2018-07-02 06:00:00+00:00,NDXm_TICK_UTCPlus02,7054.450000000001,7057.700000000001,7043.35,7049.8,69686
2018-07-02 07:00:00+00:00,NDXm_TICK_UTCPlus02,7050.1,7070.3,7047.950000000001,7064.700000000001,33240
2018-07-02 08:00:00+00:00,NDXm_TICK_UTCPlus02,7064.950000000001,7068.700000000001,7053.950000000001,7055.6,24060
2018-07-02 09:00:00+00:00,NDXm_TICK_UTCPlus02,7055.700000000001,7057.450000000001,7041.1,7045.1,24932
2018-07-02 10:00:00+00:00,NDXm_TICK_UTCPlus02,7044.8,7046.450000000001,7031.950000000001,7036.200000000001,23560
2018-07-02 11:00:00+00:00,NDXm_TICK_UTCPlus02,7036.700000000001,7036.700000000001,7012.950000000001,7013.450000000001,34459
2018-07-02 12:00:00+00:00,NDXm_TICK_UTCPlus02,7013.6,7019.200000000001,6986.950000000001,6996.35,46642
2018-07-02 13:00:00+00:00,NDXm_TICK_UTCPlus02,6996.05,6997.450000000001,6974.950000000001,6987.35,67101
2018-07-02 14:00:00+00:00,NDXm_TICK_UTCPlus02,6987.450000000001,7008.700000000001,6986.200000000001,7004.950000000001,54723
2018-07-02 15:00:00+00:00,NDXm_TICK_UTCPlus02,7004.55,7008.200000000001,6994.35,7000.05,29983
2018-07-02 16:00:00+00:00,NDXm_TICK_UTCPlus02,6999.700000000001,7006.1,6988.85,7003.700000000001,43342
2018-07-02 17:00:00+00:00,NDXm_TICK_UTCPlus02,7002.950000000001,7008.85,6998.700000000001,7003.950000000001,35320
2018-07-02 18:00:00+00:00,NDXm_TICK_UTCPlus02,7003.450000000001,7005.200000000001,6990.450000000001,6994.55,47685
2018-07-02 19:00:00+00:00,NDXm_TICK_UTCPlus02,6994.35,7019.8,6970.35,7017.6,94317
2018-07-02 20:00:00+00:00,NDXm_TICK_UTCPlus02,7016.1,7045.85,7007.05,7035.200000000001,114807
2018-07-02 21:00:00+00:00,NDXm_TICK_UTCPlus02,7034.950000000001,7051.950000000001,7016.700000000001,7024.200000000001,107620
2018-07-02 22:00:00+00:00,NDXm_TICK_UTCPlus02,7024.35,7032.200000000001,7015.55,7027.35,76703
2018-07-02 23:00:00+00:00,NDXm_TICK_UTCPlus02,7027.55,7055.85,7011.35,7052.950000000001,86582
2018-07-03 00:00:00+00:00,NDXm_TICK_UTCPlus02,7053.55,7086.450000000001,7051.700000000001,7061.3,112992
2018-07-03 01:00:00+00:00,NDXm_TICK_UTCPlus02,7061.950000000001,7101.35,7059.55,7101.35,115344
2018-07-03 02:00:00+00:00,NDXm_TICK_UTCPlus02,7100.35,7102.05,7096.05,7098.700000000001,12172
2018-07-03 04:00:00+00:00,NDXm_TICK_UTCPlus02,7095.85,7098.2,7091.6,7091.75,10318
2018-07-03 05:00:00+00:00,NDXm_TICK_UTCPlus02,7091.85,7099.25,7090.75,7098.45,5614
2018-07-03 06:00:00+00:00,NDXm_TICK_UTCPlus02,7098.6,7098.95,7087.35,7091.35,19866
2018-07-03 07:00:00+00:00,NDXm_TICK_UTCPlus02,7091.6,7119.5,7083.7,7088.0,51908
2018-07-03 08:00:00+00:00,NDXm_TICK_UTCPlus02,7087.6,7104.35,7084.85,7092.35,43992
2018-07-03 09:00:00+00:00,NDXm_TICK_UTCPlus02,7092.5,7098.25,7080.0,7096.5,32508
2018-07-03 10:00:00+00:00,NDXm_TICK_UTCPlus02,7096.7,7097.0,7086.95,7089.2,17546
2018-07-03 11:00:00+00:00,NDXm_TICK_UTCPlus02,7089.6,7114.5,7082.6,7109.2,33763
2018-07-03 12:00:00+00:00,NDXm_TICK_UTCPlus02,7109.1,7117.75,7101.5,7116.6,31883
2018-07-03 13:00:00+00:00,NDXm_TICK_UTCPlus02,7116.45,7123.25,7103.25,7119.1,56585
2018-07-03 14:00:00+00:00,NDXm_TICK_UTCPlus02,7119.25,7126.35,7114.35,7123.75,36017
2018-07-03 15:00:00+00:00,NDXm_TICK_UTCPlus02,7123.95,7128.95,7117.6,7126.35,27269
2018-07-03 16:00:00+00:00,NDXm_TICK_UTCPlus02,7126.6,7139.95,7126.6,7135.75,30706
2018-07-03 17:00:00+00:00,NDXm_TICK_UTCPlus02,7135.6,7147.95,7132.35,7145.1,25392
2018-07-03 18:00:00+00:00,NDXm_TICK_UTCPlus02,7145.25,7147.95,7133.25,7135.25,41976
2018-07-03 19:00:00+00:00,NDXm_TICK_UTCPlus02,7135.45,7136.25,7072.75,7085.45,90678
2018-07-03 20:00:00+00:00,NDXm_TICK_UTCPlus02,7085.6,7105.85,7075.95,7084.1,150759
2018-07-03 21:00:00+00:00,NDXm_TICK_UTCPlus02,7084.45,7088.7,7064.0,7073.95,114104
2018-07-03 22:00:00+00:00,NDXm_TICK_UTCPlus02,7073.85,7078.25,7010.85,7016.0,120838
2018-07-03 23:00:00+00:00,NDXm_TICK_UTCPlus02,7016.35,7021.25,7005.75,7006.2,31714
2018-07-04 04:00:00+00:00,NDXm_TICK_UTCPlus02,7004.25,7010.1,6999.0,7001.6,12598
2018-07-04 05:00:00+00:00,NDXm_TICK_UTCPlus02,7001.5,7016.9,7001.5,7009.0,10285
2018-07-04 06:00:00+00:00,NDXm_TICK_UTCPlus02,7010.0,7019.1,7007.75,7011.0,22198
2018-07-04 07:00:00+00:00,NDXm_TICK_UTCPlus02,7011.25,7026.1,7007.9,7018.75,39097
2018-07-04 08:00:00+00:00,NDXm_TICK_UTCPlus02,7018.9,7025.15,7016.65,7023.5,19437
2018-07-04 09:00:00+00:00,NDXm_TICK_UTCPlus02,7023.4,7023.4,7014.25,7021.6,15485
2018-07-04 10:00:00+00:00,NDXm_TICK_UTCPlus02,7021.5,7024.9,7020.1,7023.1,9462
2018-07-04 11:00:00+00:00,NDXm_TICK_UTCPlus02,7022.9,7030.75,7021.25,7022.4,17699
2018-07-04 12:00:00+00:00,NDXm_TICK_UTCPlus02,7022.6,7025.6,7017.15,7021.0,28488
2018-07-04 13:00:00+00:00,NDXm_TICK_UTCPlus02,7021.15,7027.35,7019.5,7023.75,44340
2018-07-04 14:00:00+00:00,NDXm_TICK_UTCPlus02,7024.0,7032.5,7020.5,7029.35,30004
2018-07-04 15:00:00+00:00,NDXm_TICK_UTCPlus02,7029.5,7035.25,7025.15,7026.15,38100
2018-07-04 16:00:00+00:00,NDXm_TICK_UTCPlus02,7026.5,7036.15,7026.5,7034.85,23564
2018-07-04 17:00:00+00:00,NDXm_TICK_UTCPlus02,7035.0,7035.75,7025.35,7027.15,22380
2018-07-04 18:00:00+00:00,NDXm_TICK_UTCPlus02,7026.85,7029.65,7019.15,7027.15,26674
2018-07-04 19:00:00+00:00,NDXm_TICK_UTCPlus02,7027.0,7030.35,7014.15,7017.75,41729
2018-07-04 20:00:00+00:00,NDXm_TICK_UTCPlus02,7017.5,7019.65,7008.15,7013.65,35408
2018-07-04 21:00:00+00:00,NDXm_TICK_UTCPlus02,7013.35,7017.5,7010.35,7014.5,29391
2018-07-04 22:00:00+00:00,NDXm_TICK_UTCPlus02,7014.65,7028.25,7012.75,7026.15,15318
2018-07-05 04:00:00+00:00,NDXm_TICK_UTCPlus02,7026.45,7029.85,7022.35,7022.95,7840
2018-07-05 05:00:00+00:00,NDXm_TICK_UTCPlus02,7023.1,7023.85,7018.95,7021.25,6265
2018-07-05 06:00:00+00:00,NDXm_TICK_UTCPlus02,7022.45,7029.95,7008.75,7008.85,28670
2018-07-05 07:00:00+00:00,NDXm_TICK_UTCPlus02,7008.45,7024.85,6999.85,7017.35,45275
2018-07-05 08:00:00+00:00,NDXm_TICK_UTCPlus02,7017.1,7023.35,7013.85,7020.25,23505
2018-07-05 09:00:00+00:00,NDXm_TICK_UTCPlus02,7020.0,7022.1,7001.6,7007.7,16518
2018-07-05 10:00:00+00:00,NDXm_TICK_UTCPlus02,7007.35,7014.25,7006.2,7011.0,10730
2018-07-05 11:00:00+00:00,NDXm_TICK_UTCPlus02,7011.1,7019.85,7003.1,7017.25,31707
2018-07-05 12:00:00+00:00,NDXm_TICK_UTCPlus02,7016.85,7019.45,7007.35,7012.85,35777
2018-07-05 13:00:00+00:00,NDXm_TICK_UTCPlus02,7012.6,7038.75,7012.6,7035.1,66482
2018-07-05 14:00:00+00:00,NDXm_TICK_UTCPlus02,7035.35,7040.45,7030.85,7035.6,48700
2018-07-05 15:00:00+00:00,NDXm_TICK_UTCPlus02,7035.45,7055.95,7032.6,7048.25,42647
2018-07-05 16:00:00+00:00,NDXm_TICK_UTCPlus02,7048.35,7053.85,7045.75,7052.85,35564
2018-07-05 17:00:00+00:00,NDXm_TICK_UTCPlus02,7052.95,7069.75,7050.75,7068.95,43781
2018-07-05 18:00:00+00:00,NDXm_TICK_UTCPlus02,7068.75,7076.95,7061.5,7065.35,51968
2018-07-05 19:00:00+00:00,NDXm_TICK_UTCPlus02,7065.95,7081.95,7058.5,7060.2,107129
2018-07-05 20:00:00+00:00,NDXm_TICK_UTCPlus02,7061.75,7070.35,7025.35,7032.35,130900
2018-07-05 21:00:00+00:00,NDXm_TICK_UTCPlus02,7032.45,7075.75,7028.45,7071.25,110513
2018-07-05 22:00:00+00:00,NDXm_TICK_UTCPlus02,7071.45,7095.6,7070.85,7093.1,101980
2018-07-05 23:00:00+00:00,NDXm_TICK_UTCPlus02,7092.95,7100.45,7082.95,7088.35,68726
2018-07-06 00:00:00+00:00,NDXm_TICK_UTCPlus02,7088.1,7099.85,7064.95,7096.35,145475
2018-07-06 01:00:00+00:00,NDXm_TICK_UTCPlus02,7096.5,7109.45,7091.75,7103.45,121157
2018-07-06 02:00:00+00:00,NDXm_TICK_UTCPlus02,7103.75,7109.85,7102.75,7108.1,9429
2018-07-06 04:00:00+00:00,NDXm_TICK_UTCPlus02,7102.0,7103.4,7094.25,7094.65,10779
2018-07-06 05:00:00+00:00,NDXm_TICK_UTCPlus02,7094.5,7094.85,7085.15,7085.75,12760
2018-07-06 06:00:00+00:00,NDXm_TICK_UTCPlus02,7086.0,7104.25,7084.35,7099.35,37731
2018-07-06 07:00:00+00:00,NDXm_TICK_UTCPlus02,7099.5,7102.5,7088.75,7098.15,52080
2018-07-06 08:00:00+00:00,NDXm_TICK_UTCPlus02,7098.25,7100.25,7090.75,7096.1,45700
2018-07-06 09:00:00+00:00,NDXm_TICK_UTCPlus02,7096.4,7106.6,7090.75,7106.25,32140
2018-07-06 10:00:00+00:00,NDXm_TICK_UTCPlus02,7106.4,7134.0,7097.15,7117.75,27339
2018-07-06 11:00:00+00:00,NDXm_TICK_UTCPlus02,7117.25,7139.5,7114.6,7136.25,45470
2018-07-06 12:00:00+00:00,NDXm_TICK_UTCPlus02,7136.6,7139.85,7117.6,7120.85,67834
2018-07-06 13:00:00+00:00,NDXm_TICK_UTCPlus02,7121.0,7123.5,7093.25,7100.0,116451
2018-07-06 14:00:00+00:00,NDXm_TICK_UTCPlus02,7100.25,7111.1,7090.85,7107.75,43861
2018-07-06 15:00:00+00:00,NDXm_TICK_UTCPlus02,7108.15,7113.5,7095.15,7101.65,40500
2018-07-06 16:00:00+00:00,NDXm_TICK_UTCPlus02,7101.85,7101.85,7091.5,7096.0,33764
2018-07-06 17:00:00+00:00,NDXm_TICK_UTCPlus02,7095.75,7098.75,7088.15,7091.85,25649
2018-07-06 18:00:00+00:00,NDXm_TICK_UTCPlus02,7091.75,7133.65,7090.35,7111.85,53265
2018-07-06 19:00:00+00:00,NDXm_TICK_UTCPlus02,7111.65,7145.65,7106.75,7144.65,130304
2018-07-06 20:00:00+00:00,NDXm_TICK_UTCPlus02,7144.85,7161.65,7135.15,7158.15,122732
2018-07-06 21:00:00+00:00,NDXm_TICK_UTCPlus02,7158.35,7197.85,7157.15,7192.15,157865
2018-07-06 22:00:00+00:00,NDXm_TICK_UTCPlus02,7192.25,7205.85,7191.35,7199.65,97312
2018-07-06 23:00:00+00:00,NDXm_TICK_UTCPlus02,7199.85,7204.65,7198.65,7201.35,50930
2018-07-07 00:00:00+00:00,NDXm_TICK_UTCPlus02,7201.15,7209.75,7194.6,7206.5,60448
2018-07-07 01:00:00+00:00,NDXm_TICK_UTCPlus02,7206.65,7220.5,7195.15,7211.65,82171
2018-07-07 02:00:00+00:00,NDXm_TICK_UTCPlus02,7210.85,7218.0,7210.15,7214.25,18746
2018-07-09 04:00:00+00:00,NDXm_TICK_UTCPlus02,7217.1,7222.4,7217.1,7220.25,9860
2018-07-09 05:00:00+00:00,NDXm_TICK_UTCPlus02,7220.15,7225.5,7217.75,7222.0,10647
2018-07-09 06:00:00+00:00,NDXm_TICK_UTCPlus02,7221.75,7239.0,7220.5,7235.75,24621
2018-07-09 07:00:00+00:00,NDXm_TICK_UTCPlus02,7235.85,7246.75,7233.15,7245.5,38618
2018-07-09 08:00:00+00:00,NDXm_TICK_UTCPlus02,7246.0,7252.65,7245.5,7250.15,24487
2018-07-09 09:00:00+00:00,NDXm_TICK_UTCPlus02,7250.25,7251.85,7244.75,7245.85,23402
2018-07-09 10:00:00+00:00,NDXm_TICK_UTCPlus02,7246.0,7247.65,7243.75,7244.25,10657
2018-07-09 11:00:00+00:00,NDXm_TICK_UTCPlus02,7243.85,7243.85,7238.75,7240.25,32141
2018-07-09 12:00:00+00:00,NDXm_TICK_UTCPlus02,7240.1,7243.35,7236.15,7238.85,25045
2018-07-09 13:00:00+00:00,NDXm_TICK_UTCPlus02,7239.15,7249.7,7236.35,7248.5,51460
2018-07-09 14:00:00+00:00,NDXm_TICK_UTCPlus02,7248.65,7249.65,7241.15,7241.75,37541
2018-07-09 15:00:00+00:00,NDXm_TICK_UTCPlus02,7241.65,7249.7,7239.85,7247.15,33212
2018-07-09 16:00:00+00:00,NDXm_TICK_UTCPlus02,7247.25,7250.75,7242.0,7245.35,25624
2018-07-09 17:00:00+00:00,NDXm_TICK_UTCPlus02,7245.25,7248.35,7240.75,7244.75,30020
2018-07-09 18:00:00+00:00,NDXm_TICK_UTCPlus02,7244.65,7255.15,7242.65,7250.15,26061
2018-07-09 19:00:00+00:00,NDXm_TICK_UTCPlus02,7250.85,7265.25,7240.35,7247.15,73221
2018-07-09 20:00:00+00:00,NDXm_TICK_UTCPlus02,7246.85,7249.35,7224.0,7243.75,111218
2018-07-09 21:00:00+00:00,NDXm_TICK_UTCPlus02,7243.65,7254.85,7237.85,7251.85,91526
2018-07-09 22:00:00+00:00,NDXm_TICK_UTCPlus02,7252.35,7257.35,7239.5,7244.75,141223
2018-07-09 23:00:00+00:00,NDXm_TICK_UTCPlus02,7245.0,7256.15,7235.6,7254.75,82715
2018-07-10 00:00:00+00:00,NDXm_TICK_UTCPlus02,7254.5,7266.35,7249.15,7264.75,51403
2018-07-10 01:00:00+00:00,NDXm_TICK_UTCPlus02,7264.65,7281.25,7258.4,7281.15,67883
2018-07-10 02:00:00+00:00,NDXm_TICK_UTCPlus02,7279.85,7286.85,7279.0,7285.75,15863
2018-07-10 04:00:00+00:00,NDXm_TICK_UTCPlus02,7283.9,7296.75,7281.9,7294.8,10114
2018-07-10 05:00:00+00:00,NDXm_TICK_UTCPlus02,7294.65,7300.4,7293.25,7297.25,8974
2018-07-10 06:00:00+00:00,NDXm_TICK_UTCPlus02,7297.4,7319.15,7296.4,7315.05,22883
2018-07-10 07:00:00+00:00,NDXm_TICK_UTCPlus02,7314.9,7316.4,7306.65,7307.65,27585
2018-07-10 08:00:00+00:00,NDXm_TICK_UTCPlus02,7307.5,7312.9,7306.25,7308.0,19063
2018-07-10 09:00:00+00:00,NDXm_TICK_UTCPlus02,7307.75,7312.15,7306.55,7308.9,7342
2018-07-10 10:00:00+00:00,NDXm_TICK_UTCPlus02,7309.05,7310.55,7307.55,7309.75,8287
2018-07-10 11:00:00+00:00,NDXm_TICK_UTCPlus02,7309.65,7312.05,7298.9,7301.65,23498
2018-07-10 12:00:00+00:00,NDXm_TICK_UTCPlus02,7301.75,7302.4,7295.05,7301.75,20864
2018-07-10 13:00:00+00:00,NDXm_TICK_UTCPlus02,7301.65,7304.4,7289.75,7293.05,38566
2018-07-10 14:00:00+00:00,NDXm_TICK_UTCPlus02,7292.9,7297.9,7290.05,7295.05,38304
2018-07-10 15:00:00+00:00,NDXm_TICK_UTCPlus02,7295.15,7307.25,7293.75,7304.9,30647
2018-07-10 16:00:00+00:00,NDXm_TICK_UTCPlus02,7305.05,7310.05,7298.9,7300.55,27049
2018-07-10 17:00:00+00:00,NDXm_TICK_UTCPlus02,7300.75,7309.05,7297.55,7297.55,22598
2018-07-10 18:00:00+00:00,NDXm_TICK_UTCPlus02,7297.25,7300.9,7288.55,7290.25,37177
2018-07-10 19:00:00+00:00,NDXm_TICK_UTCPlus02,7290.55,7295.75,7272.15,7278.25,82015
2018-07-10 20:00:00+00:00,NDXm_TICK_UTCPlus02,7277.25,7300.55,7274.55,7294.25,114653
2018-07-10 21:00:00+00:00,NDXm_TICK_UTCPlus02,7294.05,7301.25,7281.25,7297.15,83287
2018-07-10 22:00:00+00:00,NDXm_TICK_UTCPlus02,7297.4,7297.65,7288.9,7291.15,64537
2018-07-10 23:00:00+00:00,NDXm_TICK_UTCPlus02,7291.25,7294.25,7260.05,7270.55,82715
2018-07-11 00:00:00+00:00,NDXm_TICK_UTCPlus02,7270.65,7288.75,7270.55,7287.4,52996
2018-07-11 01:00:00+00:00,NDXm_TICK_UTCPlus02,7287.65,7289.55,7276.25,7285.25,53705
2018-07-11 02:00:00+00:00,NDXm_TICK_UTCPlus02,7284.9,7288.75,7243.8,7257.05,23461
2018-07-11 03:00:00+00:00,NDXm_TICK_UTCPlus02,7256.65,7256.65,7256.65,7256.65,20
2018-07-11 04:00:00+00:00,NDXm_TICK_UTCPlus02,7244.15,7256.549999999999,7226.7,7227.15,49497
2018-07-11 05:00:00+00:00,NDXm_TICK_UTCPlus02,7226.95,7240.799999999999,7225.45,7228.049999999999,30872
2018-07-11 06:00:00+00:00,NDXm_TICK_UTCPlus02,7228.549999999999,7231.95,7215.299999999999,7217.15,34521
2018-07-11 07:00:00+00:00,NDXm_TICK_UTCPlus02,7217.049999999999,7217.15,7189.049999999999,7213.15,68090
2018-07-11 08:00:00+00:00,NDXm_TICK_UTCPlus02,7213.299999999999,7225.15,7208.45,7222.299999999999,28124
2018-07-11 09:00:00+00:00,NDXm_TICK_UTCPlus02,7222.65,7228.95,7219.45,7227.45,34259
2018-07-11 10:00:00+00:00,NDXm_TICK_UTCPlus02,7227.299999999999,7232.45,7222.45,7222.45,16818
2018-07-11 11:00:00+00:00,NDXm_TICK_UTCPlus02,7222.15,7223.549999999999,7211.799999999999,7213.65,30578
2018-07-11 12:00:00+00:00,NDXm_TICK_UTCPlus02,7214.049999999999,7218.65,7203.65,7205.549999999999,38976
2018-07-11 13:00:00+00:00,NDXm_TICK_UTCPlus02,7205.049999999999,7214.049999999999,7198.049999999999,7211.049999999999,57380
2018-07-11 14:00:00+00:00,NDXm_TICK_UTCPlus02,7210.049999999999,7221.299999999999,7207.65,7220.049999999999,47068
2018-07-11 15:00:00+00:00,NDXm_TICK_UTCPlus02,7220.15,7221.65,7211.299999999999,7214.049999999999,42103
2018-07-11 16:00:00+00:00,NDXm_TICK_UTCPlus02,7214.299999999999,7227.45,7211.799999999999,7225.049999999999,40724
2018-07-11 17:00:00+00:00,NDXm_TICK_UTCPlus02,7224.549999999999,7233.799999999999,7222.65,7224.799999999999,33962
2018-07-11 18:00:00+00:00,NDXm_TICK_UTCPlus02,7224.65,7245.200000000001,7218.700000000001,7229.200000000001,54216
2018-07-11 19:00:00+00:00,NDXm_TICK_UTCPlus02,7229.05,7257.049999999999,7222.35,7248.15,96981
2018-07-11 20:00:00+00:00,NDXm_TICK_UTCPlus02,7248.049999999999,7274.049999999999,7247.15,7264.049999999999,108205
2018-07-11 21:00:00+00:00,NDXm_TICK_UTCPlus02,7264.15,7270.45,7230.049999999999,7238.65,120187
2018-07-11 22:00:00+00:00,NDXm_TICK_UTCPlus02,7238.95,7255.95,7227.95,7245.299999999999,111925
2018-07-11 23:00:00+00:00,NDXm_TICK_UTCPlus02,7246.049999999999,7264.299999999999,7239.45,7244.65,114503
2018-07-12 00:00:00+00:00,NDXm_TICK_UTCPlus02,7244.549999999999,7257.95,7233.549999999999,7253.299999999999,83174
2018-07-12 01:00:00+00:00,NDXm_TICK_UTCPlus02,7253.15,7259.65,7244.95,7246.15,75062
2018-07-12 02:00:00+00:00,NDXm_TICK_UTCPlus02,7247.799999999999,7249.45,7234.65,7239.299999999999,22300
2018-07-12 04:00:00+00:00,NDXm_TICK_UTCPlus02,7241.65,7246.7,7233.799999999999,7239.4,12960
2018-07-12 05:00:00+00:00,NDXm_TICK_UTCPlus02,7239.2,7245.299999999999,7235.95,7242.95,10700
2018-07-12 06:00:00+00:00,NDXm_TICK_UTCPlus02,7243.95,7248.95,7239.95,7244.799999999999,22260
2018-07-12 07:00:00+00:00,NDXm_TICK_UTCPlus02,7244.95,7266.799999999999,7242.15,7264.549999999999,36141
2018-07-12 08:00:00+00:00,NDXm_TICK_UTCPlus02,7264.799999999999,7270.799999999999,7261.45,7267.549999999999,40466
2018-07-12 09:00:00+00:00,NDXm_TICK_UTCPlus02,7267.65,7272.049999999999,7266.299999999999,7271.049999999999,16159
